Description,Price
SCREW INTER 28X10MM     ,3360
SCREW BN CORT 4.5X36MM  ,287.5
SCREW BN CANC 5.7X30MM  ,1650
SCREW BN CANC 5.7X35MM  ,1650
SCREW BNE SS PRLOC VLP  ,287.5
SCREW BN OSTPNA 5X18MM  ,287.5
COMPNT FEM 4 LT KN PST  ,13500
HEAD FEM C COCR 32 -3.5 ,2997
NAIL IM HUM TRGN 8/7X16 ,9350
NAIL FEM MTA RTRO11.5X38,9350
SCR LOCK 71822345       ,935
SCREW BN OSTPNA 5X20MM  ,287.5
SCREW & LCK BOLT        ,2800
HEAD FEM ALUM 36MM      ,6400
ANCHOR LIG ZIPTIGHT FX  ,6978.5
IOL TORIC ASPHC T5+10.0 ,4950
SCREW PANGEA CAN 6X35   ,9775
STENT VSC LFE 6X60X130  ,10200
EXPANDER TISS 650CC PORT,11475
CABLE SUPER CERCLAGE    ,3591
NEUROSTM IMPL IPG RESTR ,74156.5
SCREW BN 4.0 X 30MM LOK ,2569.5
HEAD FEM 126D 12/14 STD ,38150
LINK MP STEM 250MM X 18M,34755
DISSECTOR ENDO RT 5MM   ,649.75
SCREW BN 2.4MM28MM TI   ,2000
CANNULA RASP 30CM3MM4.1M,575
PIN FIX 1.8MM 30MM PROV ,345
PLATE T EVOS 2.00M 3 HOL,4275
SCREW EVOS 2X8MM LCK T6 ,935
SCREW EVOS 2X10MM LCK T6,935
SCREW EVOS 2.4X22MM T7  ,230
LEAD ELCTRD SBQ SPC 3PLR,30000
CATH ASPRTN 135CM 6FR   ,3187.5
SCREW BN LCP LCK 2.4X22 ,1493.25
CMPNT FEM PS OPN 62.5 LT,18750
COMPNT FM 67.5 LT VNGRD ,18750
SCREW SET 105/100 TI LAG,4954.75
CEMENT KN SYS PRLNG POLY,37501.25
BASEPLATE TRIATHLN SZ3  ,12000
TISSUE SYN MTRX INJ STM ,8550
TISSUE SYN MED MTRX STM ,13500
GRAFT ST TIS NUCEL XL   ,16312.5
BASEPLTE TRIATHLN SZ 6  ,12000
BASEPLTE TRIATHLN TI SZ7,12000
SCREW TRGNTIB KN 5X45MM ,2850
CATH BLN VGRM 6FR 90CM  ,437.5
SCREW BN SS 7X80X32MM   ,1750
CMPNT PTLA POLY MED LPRO,2052
FEM 6 PROF Z 191MM      ,22500
NAIL INTRTN IM 11.5X38RT,12282.5
DEFIB BI-V PRMOT+SJ4    ,88577.5
LEAD QUIKFLX LV 1156T75 ,15257.5
PACEMKR ACT DR PM2110   ,24000
GRAFT BN LRDTC 7MM CSPN ,8100
PLATE BN TI L32 PROTEX C,8925
SCREW BONE 4X55MM       ,1848
LENS IOL SN60WF.095     ,1800
CMPNT FEM LT CRU 5X150  ,12000
ANCHOR SUT 4.5 BCMPS PSH,3600
SCREW CSPN FXANG 4X14MM ,2250
IOL TORIC ASPHC T5+7.5  ,4950
PLATE 2.7 SS OBL 242.34 ,748
EXPANDER TISS CPX3 650ML,11041.5
SCREW LOCKING CO-L3300  ,1188
HEAD FEM MOM 40MM+6 OFST,8000
STENT VSC LFE 7X120X130 ,12962.5
ANCHOR SUT SWFT LCK     ,1280.5
HEAD FEM -3.5M NK 50MM  ,3150
NAIL TROCH 11MX42CMX130L,14287.5
SCREW BIO HEX 6.5X30X16 ,2200
HEAD FEM +8.5 12/14 40 M,8000
SCREW BNE TI L12MM OD3.5,6800
SCREW BN 4X12M CANC SPNL,6440
INSERT TIB 12.5M KN LCS ,9475.25
ANCH SUT AR-1926BC      ,4887
EXPANDER TISS 460-550CC ,9775
EXPANDER TISS DERMASPAN ,9775
SCREW BN 4MM 40MM NLEX T,2494.75
SCREW TI LAG TELE 100MM ,2750
SCREW BN 4MM 12MM AXN TI,6800
LEAD PCNG ATN 4196-78   ,14407.5
DEFIB CARD CNCRTO 2 STD ,88000
LEAD PACNG QPLR 694765  ,30750
INSERT TIB STD 20MM KN  ,5805.5
SCREW LAG/COMP 110/105  ,5737.25
INSRT TIB KN SM 12.5MM  ,5805.5
SCREW MRL 4.5X70        ,426.25
IMPLANT BRST 500MLHIPRFL,7004
ANCH SUT OD3 ARTHRSCPY  ,3050
SCREW MLR 4.5X65        ,426.25
POST FX TAPER 9.5MM     ,3357.5
BLADE HLCL 11X120       ,5497.75
PLATE HUM PL 11H 157M   ,8500
SCREW PRLOC T20 3.5X16MM,935
SCREW BN 3.5MM 18MM     ,935
SCREW BN 2.7X18MM PRLC  ,935
SCREW BN 3.5 16 PRLK COR,230
SCREW BN 3.5MM 18MM     ,230
SCREW PRLOC T20 3.5X20MM,230
PLATE 24 HL ADP         ,4583
PLATE BN 100MM CRNMX TI3,4644
SHEATH INTRO HMSTS 13X20,632.5
STENT LUMINEX 8X40      ,8500
STENT BIL 60MM 9MM 6FR  ,8500
STENT BIL 80MM 9MM 6FR  ,8500
STENT BIL 80MM 10MM 6FR ,8500
SCREW 400.508E          ,858
SCREW 400.454           ,857
SCREW SPN XIA 4823-16545,6480
SCREW BN TI CANC 5X28MM ,1300.25
PLATE BN 14X14X.5MM BX C,2360
SCREW P-AX XIA 6.5X50MM ,6480
NAIL 13M 42CM TIB VRSNL ,7957.25
SCREW CORT 5.5X80       ,1810
SCREW CORT 4.5X60       ,506
SCREW CORT 4.5X48       ,536.5
SCREW CORT HEX 3.2X12MM ,230
STEM HUMERAL FX 9MM     ,34559
PEG FX 22MM ORTH THRD ML,1155
PEG FX 2.5MM 24MM MLDIR ,1155
ROD SPN 45MM 48238045   ,2000
NDL DLV STRL 10GA 10CM  ,655.5
EXPNDR TISS 250ML NT BCL,13175
GRAFT BN MAGNIFUSE PC 5X,7020
HEAD FEM 28X40 SLFCTR   ,3825
PLATE SPN AVTR 3LVL 42MM,9350
SPACER 12MM TITANUM     ,37500
SCREW BN 3.7MM 56MM SS C,1936
PLATE SM FRAG 76X3.5MM  ,12671.25
RESTRCTOR CMNT 14MM     ,760
COMPNT TOE SMRT 10D 16MM,9552
SCREW SPN ELLPSE 4X12MM ,6480
SHELL ACTB 50MM HIP TI B,10400
PLATE ORT LCK STD TI    ,6800
PLATE LCK 132MM 8HL     ,5695.25
SCREW TRGN TIB KN 5X30MM,1474
SCREW TRGN TIB KN 5X37MM,2060.75
SCREW BN TRGN 5X35MM    ,1944
SCREW ACTRK2 MINI 22X2MM,4653
PLATE 8 HL STR LOPRO BN ,9894
STNT VSC LFE 7X170X130  ,16500
IMPLNT SCRTL OTR 0 ANGLE,41184
SCREW TRGN TIB KN 5X32MM,1650
GRAFT VERITAS 12X25CM   ,37615
PLATE 99MM SS 2.7/3.5MM ,6455
SCREW CANN 4.0 X 26 SH/T,2251.5
HEAD FEM 28X42 SLFCTR   ,3825
COMPNT FEM G GSF RT KN  ,12750
CMPNT FEM SZ E FLX      ,12750
SCREW BN 3.5MM 40MM NLCK,230
SCREW CANC LCK 4X12MM   ,937.5
STEM FEM 2 STD TRLK OFST,15000
PLATE ORTHO 6 HOLE ALPS ,6054
SURFACE ARTC LPSFLX 17MM,6375
CMPNT FEM SZ 3 FLX      ,12750
SPACER 10MM PRIMALOK TIT,40500
GRAFT ST TIS TENDON     ,11169
STENT SYST (MR) 3.00X16 ,11900
STENT SYST (MR) 3.00X28 ,11900
PE PLUS (MR)3.50 MMX38MM,11900
HEMIHEAD -3.5M NK 53MM  ,3150
NAIL META TIB 11.5X35   ,9350
CAP END NAIL HEX INT10MM,1265
IOL TORIC ASPHC T4+13.0 ,4950
IOL TORIC ASPHC T3+7.5  ,4950
STRATTICE TM 16X6CM     ,413.75
LEAD ACUTY SPRL 4591    ,15257.5
IMPLNT HIP DEP 1365-13  ,3150
SCREW BNE L20MM OD4MM HL,1848
DEVICE BX MN MARROWSTIM ,14040
GENERATOR INTERSTIM 3058,57030
SCREW BN 3.5 18 LOPRO LK,1650
SCREW BN 3.5MM 20MM ORTH,1650
SCREW BN 3.5 16 LOPRO LK,1650
SCREW BN 3.5MM 14MM LCK ,1265
SCREW CORT NLCKG 3.5X20 ,287.5
SCREW LOW-PRFL 3.5X14MM ,230
PLATE VOLR DBL TRD W L  ,7573.5
SCREW ACUTWST TI 28     ,2950
STEM FEM CMNTLS TMZF+3.5,16875
COMPONENT FEM 5 73X69MM ,22055
PLATE LNG ACLC ULNA RT  ,8882.5
SCREW BN 5 30 PRLK VLP L,1100
SCREW 5.0 OSTEOPENIA 44M,715
STEM FEM 7 TRLK OFST    ,18000
PLATE ANT CERV 25MM     ,15405.75
SCREW V/A S/D 4.0X14    ,1150
LEAD SPRNT QTRO 693558  ,31425
GFT ILC XCL 12X12       ,27300
GFT ILC XCL 12X16X28.5  ,50220
COMPNT FEM LT KN SZ3    ,11600
PLATE LOCK FX L2.5MM    ,3597.5
HEAD CERM FEM 40X1.5 12 ,6375
SCREW BN 40M 2M PDCL    ,20000
MESH MRLX HRN 1.35X1IN  ,2175
INS TIB 3 H10.0 TC3 RP  ,11315
STEM XTN SGM KN 30X13MM ,4557.75
COMPNT PTLR KN SZ3 32MM ,2052
DEVICE CRSSPIN RGDFX ACL,5445
ADAPTPR FEM 5D SGM KN   ,8000
ICD MDT VIRTUOSO II DF-1,74262.5
CG ZERO-P 10 LRDTC      ,21600
CEMENT BN RADPQ FULL DS ,637
INSERT TIB ARTC KN3X12.5,5805.5
CMPNT FEM MED LT CMNT   ,6375
SCREW CORT 4.5X50       ,384.75
SCREW BN 4.5MM 28MM PRLC,1100
SCREW BN 4.5X24MM PRLC C,477.25
NAIL IM TIB 31.5X11     ,12886
SCREW BN OSTPNA 5X50MM  ,287.5
COMPONENT FEM STD RT KN ,44424
INSERT TIB 10M KN RP LCS,6375
SCREW SPN VRTX 15X3.5MM ,600
SCREW SPN VRTX 3.5X12MM ,6165
CUP ACTB 3-TANIUM 56MM  ,8800
COMPNT FEM KN LT SZ4    ,11600
STNT ILC AAA ZNTH 16X73 ,22470
STENT ILC AAA ZNTH 16X90,22470
SCREW BN CANN 3.0X26M   ,2200
PLATE PRLOC10H 4.5X230 L,9350
CNTRSNK DRL LG LG FRAG  ,1537.25
NAIL INTRTN IM 10X34 RT ,12282.5
PLATE CERV 14MM 1LVL    ,8500
SCREW BN 4.5X30MM PRLC C,1100
STENT SFA VBHN 7X10X120 ,21727.5
NAIL TIB MT-NL IM 10X36 ,9350
LENS IOL ACRYSF 31.0    ,1788
STENT VSC LFE 6X150X130 ,13875
STENT VSC LFE 7X40X130  ,7125
STENT VSC LFE 7X80X130  ,10200
SLNG URTHRAL LYNZ SYS   ,8297.25
STEM HUM 10 XTEND SHLDR ,23250
INSERT TIB 96-2152      ,5805.5
STENT GRAFT 50MM 7MM XPD,18750
SCREW BN 3.5 14 PRLK COR,230
SCREW 7X20MM BC IF VENTE,3798
SCREW PRLOC T20 3.5X26MM,230
SCREW BN 3.5MM 14MM     ,935
SCREW PRLC T20 3.5X20MM ,935
MESH HRN 3.9X3.3CM PLG L,935
MESH HRN 4.8X4.1CM PLG L,946
MESH HRN 1IN PLG PRFX   ,1105.5
LINER BIP HIP 51X28MM   ,3150
HEAD FEM COCR-3X28 12/14,3150
LINER ACTB 40X56 +4     ,5652.5
HEAD FM CRM 40 +5 BIOLOX,6375
SLING Y-MESH            ,6464.5
IOL TORIC ASPHC T5+14.0 ,4950
DEFIB CARD 71X40X14MM   ,72670
IMPLANT BRST 300MLHIPRFL,6516
RESERVOIR 28 VNTRC 44104,3087.5
IMPLANT BRST 350MLHIPRFL,7004
HEAD FEMORAL METAL 36+12,3150
GRAFT ZNTH 20FR 30X96MM ,50748
GRAFT AAA ILIAC 14X73 FL,22470
PLATE MED CLAV 10H 121MM,6075
SCREW PRLOC T20 3.5X10MM,935
SCREW BN 3.5 12 PRLK COR,230
INSERT TIB 3 17.5MM KN  ,5805.5
HEAD UNIPOLAR 45MM      ,3150
GRAFT VERITAS 10X16CM   ,28320
SCREW BN 2.7M 60M CORT  ,230
CMPNT FEM MED RT CMNT   ,44424
IOL TORIC ASPHC T5+19.0 ,4950
EXPANDER TISS 600ML TRDR,12962.5
GRAFT AV ACCESS 6MX45CM ,8287.5
PLATE 7 HL 1/3 TBLR BN T,2550
SCREW CORT NLCK 3.5X12MM,230
SCREW BN 3.5MM NLCKG    ,230
PCMKR ALTRUA SSIR S601  ,30375
ICD MDT VIRTUOSO II VR  ,74262.5
SCREW BN TI L14MM SKYLIN,2500
PLATE 100D 6HL 3.5X73   ,652.25
SCREW BONE 2.7X14MM CORT,440
SCREW BN LCP LCK 2.4X18 ,1493.25
SCREW BN LCP LCK 2.4X20 ,1493.25
SCREW LOK TI L80XW6.0M  ,2288
NAIL FEMORAL DISTAL TI 1,12582.75
COMPNT FEM RT SZ3 150MM ,11648
GRAFT ILC XCL 12X12X23  ,50220
DEFIB CARD UNIFY CRT-D .,86471
LEAD NRSTM 3 5 CLMN 4 RW,31500
NAIL 11.5M 20CM TROCH   ,8882.5
SCREW LAG/COMP 115/110  ,5382
NAIL TIBIA 10X330MM ORTH,14031.5
LEAD VENT LT QFLX 75CM  ,14798.5
ICD UNIFY CRT-D 40J IS-1,88577.5
INSERT FEM CMPLT LG 20MM,5805.5
CEMENT BN SST GMV 40GM  ,2350
SCREW BNE L12MM OD4MM CN,1589
INS TIB 2.5X22.5 TC3 RP ,10595.25
SCREW BN 15MMX4.75MM FX ,1518
STEM CMPRH STD 12X122MM ,25088
CMPNT GLND STD 36MM     ,8376
HEAD HUM TPR VRSA-DIAL  ,1800
NAIL INTRTN IM 10X38 LT ,12282.5
LEAD ENDTK REL SG 0180  ,37500
LEAD CPSR FXBP 556845   ,6300
IMPLANT BREAST SIL 750ML,7004
IMPLANT BRST 650MLHIPRFL,7004
IMPLANT BRST 700MLHIPRFL,7004
INSERT ARTC 15M 3M 2M   ,15000
HEAD CRM 12/14 +1.5 36D ,6375
LINER ACTB 52X36        ,4675
IMPLANT BRST 500ML PRFL ,7650
IMPLANT BRST 400MLHIPRFL,7004
NUT LCK TI MTNR OC      ,1150
SCREW SET TI MTNR O     ,1150
STNT ATR 9X38X120       ,18153.75
SCREW INTFR BCMOS 23X6MM,3360
PLATE BN LCK 10HL122X3.5,1700
NAIL INTRTN IM 11.5X20  ,8882.5
IMPLANT BRST 400ML PRFL ,7004
LEAD NRSTM SPN 2X8 L65  ,36400
SCREW ORTHO LOK 4.5X50MM,1880
SCREW BNE SS L60 OD     ,1478.25
MESH HRN V PTCH C-QUR   ,4635
PLUG SURGISIS RVF 4MM   ,8032.5
ANCHOR SUT 4.5MM VERS   ,3717
SCREW 18MM TITANIUM LOCK,935
SYS MNSCL REPAIR 12DG   ,2990
CATH KIT 43CM 15F PLNDRM,3191.25
PLATE BN FEM 6H PLYAXL  ,9468
ANCHOR BOLT             ,3192.25
PLATE NAR SDWNDR BN     ,6757.5
SCREW CORT HEX 3.2X14MM ,230
EXPANDER TISS 600-720ML ,9775
EXPANDER TISS 750-900ML ,9775
IMPLANT BRST 800MLHIPRFL,7004
SCREW 90 LCK  3.8X30    ,932.75
PEG FX THRD 4X60MM      ,1309
IMPL BRST 550ML GEL     ,8287.5
SCREW NON LCK 16 DRCO   ,287.5
ANCHOR SUT +1.5X2.4X5MM ,3924
ANCHOR SUT 2.9 PSHLK10.7,3600
BEARING TIB ARCM LG LT 5,4675
CEMENT BN COBALT 40X20GM,2520
SCREW CORT TC100 2X12MM ,230
SCREW CORT TC100 2X8MM  ,230
GRAFT CV L82 OD30 OD18FR,49272
SCREW CORT 3.5X44       ,521.25
HEAD FEM 28X48 SLFCTR   ,3825
STEM FEM 5 COCR TRLK HI ,15000
LINER ACTB+4MM 10D 32X52,12000
PLATE NAR DRSL RT       ,9307.5
HEAD UNIPOLAR 48MM OD   ,3150
COMPONENT RPS FLEXION ST,12000
INSERT TIB STD+ 20M KN  ,6375
STEM EXTNSN CMNT 150MM  ,12000
ACTB SHELLBIPWHT54MM28MM,3825
PIN CTR RMR 6.5MM       ,961.25
ORBITAL IMPLNT BIOCR 16M,4455
SCREW DLT XTND 4.5X30   ,1675
STEM FEM 3 COCR TRLK    ,15000
CMPNT FEM 4 PFC S       ,11600
RMR HLW FR 1.5 SCREW    ,3265.5
PIN CTR RMR 2.0MM       ,961.25
PIN CTR RMR 2.7MM       ,961.25
SCREW BNE TI L26 TRGN   ,1069.25
SHUNT LUMOPERITONEAL KIT,23450
PIN CTR SPR F/HLLW RMR/3,1216.25
SET RMR HLLW CMPLT F/4.5,3929.75
PIN CTR SPR F/HLLW RMR 4,1216.25
EXTRACTOR SCRW SET 3.5MM,3600
RMR HLW FR 2.0 SCREW    ,3193.75
PACEMAKER 60DR 2CHMBR   ,30375
PIN STR SPR F/HLLW 6.5 7,1216.25
SHELL ACTB BIP 48X28    ,3825
HEAD BIP 43MM MOD       ,3825
STENT MVSN RX 2X28      ,5937.5
PLATE FAN FXTN .8MM THCK,11857.5
SCREW BN 6.5M 50M PRLC  ,287.5
SCREW BN 6.5X70MM PRLC C,287.5
SCREW BN 6.5 75 PRLC CAN,287.5
SCREW BN 6.5MM 85MM     ,287.5
SCREW PRLOC 4.5X34MM    ,287.5
SCREW CORT PRLOC 4.5X46 ,287.5
GRAFT CV COLLN VAS 6X45 ,10021.5
SCREW DARCO LCK 3.5X24MM,935
GRAFT VASC 7X45 ARTGRFT ,10956.5
SCREW CORT LCK TI 2.3X26,935
SCREW CORT NLCK 2.3X26  ,935
PLATE PRX HUM 3H 3.5X89L,10200
PLATE METATRSL BOW II 0 ,7271.75
COMPNT TIB KN MED INRSPC,22074.5
SURGIMND NEONAT 0.5 SQCM,1.5
TISSUE BN OSTEO 8X8X10MM,11250
INS TIB THK RT MED 10   ,4675
CMPNT FEM POR 5R        ,15000
EXPANDER TISS 500ML STY ,10582.5
SPACER CAMBRIA 13X12X8  ,11050
SPACER SPNL CAMB 13X12X7,11050
STENT VSC LFE 6X120X130 ,12962.5
PACEMAKER DUAL 2VNDR LDS,24783.5
PACEMAKER SINGLE W 1LEAD,21422.5
PACEMAKER DUAL W 2 LEAD ,19285
STENT ENDOVASC FAF08050 ,18750
COIL EMB MMWCE 018X2-6X7,902
COIL EMB TRND 018X2-5X5 ,902
EXPANDER TISS 700CC RT  ,12962.5
NECK FEM PRFMR LNG HIP M,4250
HEAD HIP BIOLOX -5X36MM ,6375
SLV FEM 24B-SML PRXML   ,5950
EXPANDER TISS 850ML RMT ,12962.5
STEM FEM CMNT 10.85MM   ,11200
IMPLANT BRST GEL 450ML  ,7004
ANCHOR SUT G2 QANCHR REP,1165.75
SCREW BONE 6.5MX115M REP,943.75
SCREW BN 105M SPRLG     ,966.75
SLING MNIARC SNGL SYSTM ,10582.5
GRAFT SFT TISS 24CM 5CM ,8190
SCREW PEEK AR-1655PS-12 ,3672
SLING CALDS01A          ,7607.5
KIT STM BTRFLY ANCH AN  ,230
RESTRICTOR CMNT 12MM    ,684
STEM HUM PRIM 116X10MM  ,22500
INSERT SCKT HUM 32MM    ,6375
HEAD HUM 508-32-103     ,5737.5
SCREW LCK GLND 5X22     ,822.25
SCREW LCK 5X30          ,740.25
SCREW LCK 5X14          ,740.25
SCREW LCK 5X18          ,740.25
SCREW LCK 5X34          ,740.25
BASEPLATE HUM 30MM RSP  ,10000
SCREW SPNL 6M 45M PDCL  ,19040
INSERT TIBIAL CCK REVISI,9048
EXTENSION 19X100 KSP1810,5652.5
ADVANCE FEMORAL AUGMENT ,5559
IOL TORIC ASPHC T5+24.0 ,4950
KNEE TIB INS 4 15.0     ,5805.5
LEAD EXT 3346           ,6444
PACEMKR ACT 1CHMB PM1110,24000
SHELL PPS LTD ACTB 58G  ,7200
LINER NEUTRAL E1 G-40   ,8000
PLATE L OBLQ 5H 1.5M LFT,2290.5
SCREW BN 3.5MM 10MM LCK ,1199
SCREW ACLC CORT 2.3X12MM,935
SCREW CORT LCK 3.5X10   ,1276
HEAD HUM SHOULDER       ,14542.5
STEM AEQUALIS PRESS FIT ,30114
PORT CSF VENTRICULAR    ,3430
PLATE 9 HL BN 4.5MM     ,4350.25
SCREW BNE L26MM OD4.5MM ,279.75
SCREW BONE 28MM X 4.5 MM,279.75
SCREW BNE L30MM OD4.5MM ,279.75
SCREW PROX F-T 5X80MM   ,2294.5
SCREW TI NON LOCK 3.5   ,287.5
NAIL INTMD T2 STD 14X360,13831.25
HEAD HUM NK TURON NTRL  ,3442.5
CAGE SPN XPND GLBS      ,37290
SCREW BN TI PRTX CT 16MM,2000
ROD SPNL 120MM 3.5MM ELL,2000
CAP LCK SPNL ELLIPSE ALL,1035
HEAD FEM 28X51 SLFCTR   ,3825
GRAFT BN CNDCT STRP 20ML,15680
SCREW BNE TI L28MM OD5MM,2308.5
LEAD NEUROSTIM 60CM     ,8457.5
SCREW BN CORT 4.5X34MM  ,1100
COMPONENT GLND 46MM PEG ,7200
STEM HUM 12MM PRIM      ,19575
IMPLNT SYS ZPLOOP ELBOW ,10200
SCREW BN 3.7MM 30MM SS F,1947.5
SCREW TIB PHNX 5X30MM   ,287.5
SCREW BN 3X14 DRCO      ,287.5
SCREW NON LOCK 2.5 X 22M,287.5
CMPNT FEM 4 PFC LT KN   ,11648
LENS IOL RESTOR 23.5    ,8055
SCREW BN 2.7X12 53-27212,1320
PLATE BN AXS NAR 5MM14HL,2544
SCREW BN CNULA 6.5X50MM ,1890
HEAD FEM 28X41 SLFCTR   ,3825
NAIL ANTE LT LME 10X38  ,9350
CABLE DLMLS HIP SS 2MM  ,2201.5
GRAFT BN CANC CERV 7MM  ,8100
SCREW SPN MALIBU 40X5.5 ,6165
SCREW MALIBU 6.5X40     ,6165
ROD SPNL TI L40 OD5.5 12,1800
CAP LOCKING 8.0         ,1035
SCREW S/T CANN 4MM      ,2360
SCREW BN 4MM 14MM CANC O,230
PEG FX CORT LCK 2.3X14  ,1199
NAIL INTRTN IM 10X36 LT ,12282.5
PLUG CBL 5MM AXSOS ORTH ,808.5
SCREW CANN 3.5X24       ,1512
INSERT TIB RP STAB4X12.5,5805.5
SCREW BN SS FT LK 80 3.7,2024
PLATE TIB RT 6HL 3.5MM  ,12879.75
SCREW BN SS CNCL 80 3.7 ,1710
SCREW ORT CORT 5X34     ,287.5
STENT GFT EPRSTH 12X14.5,27300
GFT ILC XCL 18X26X14.5  ,51720
PLATE 51M 2.4M SCR 6 HD ,8912.25
SCREW BN T25 4X3.3X50MM ,1952.5
SCREW CANNULATED LOK 4.0,1824
SCREW LCK V/A 2.4X14    ,1493.25
SCREW BN 3.5MM 44MM     ,515.75
SCR ORT 18X3.5 MULTIDIR ,2181.75
PLATE FIB 95.5 7H       ,1918.75
SCREW CANC LCK 4.0X22   ,1639.5
SCREW CORTICAL LOCKING 3,937.5
SCREW BNE L12MM OD3.5MM ,423
SCREW CORTICAL 5.5MM X 6,1229.5
NAIL TIB VRSA 11MM 30CM ,12052.25
BLADE FIXTN TI L52MM HUM,6315
PLATE 36-39MM TI 5.5MM  ,5400
STENT URETH 7FR 22-32CM ,907.5
SCREW SS 16X2 LCP CORT  ,467
SCREW LCP CANN 4.0X36MM ,2191.25
LEAD PCNG MIC SM LT VNTR,14798.5
GRAFT BONE CSP 9X12X14MM,8100
IMPLANT BRST GEL 425ML  ,7004
IMPLANT BRST 650ML PRFL ,8075
IMPLANT BRST 425MLHIPRFL,7004
STEM 12 140 RED PROXIMAL,15000
SCREW BN 2.7X22MM PRLC  ,935
SCREW BN 2.7X18MM CORT  ,230
SCREW SOB P-AX TOP HEAD ,3600
ROD SPN CRVD TI 40X5.5MM,2000
HEAD HIP FEM 1365-14    ,3150
PLATE 2 135MM TI GRP 2HL,13567.5
SCREW BN 5.0 LCK 16MM   ,1100
CMPNT AUG FEM ADV 10MM  ,5559
CMPNT WM FEM LT SZ 4    ,26320
TIBIAL INSERT SIZE 3 10M,9048
BASEPLATE TIB ADV MED/L ,12825
COMP HEAD 06-2800       ,2700
HEAD HUM DUOFX HDRX GB  ,26601.75
IMPLANT BRST 350ML PRFL ,7004
STRATTICE TM 20X16CM    ,413.5
CMPNT FEM KN PFC SZ 5 RT,12000
SCREW LOK TI L100XW6.0  ,2346.5
SCREW LOK TI L95XW6.0M  ,2288
NAIL 12 TI DIS FEMRL 400,12582.75
HEAD FEM 28X45 SLFCTR   ,3825
COMP FEM 10ADV 4 POST KN,5559
SCREW F/A S/D 4.0X15    ,2250
STENT COR CONT 2.25X8MM ,5842.5
SCREW CANC 2.5CM        ,1111
NECK FEM PRFMR + 8D     ,4250
STEM FEM PROFMR BIPLR 26,15000
INSRT TIB LG 10MM KN RP ,6375
STENT COR STRN 3X30MM   ,5842.5
SCREW TROCH GM3 17.5X8MM,2208
LEAD LMTRD S8 60CM      ,17250
IMPLANT BRST 800ML SLTX ,7650
NAIL 11.5M 38CM MT-NL   ,9350
SCREW CANN H/T 38X4MM   ,1589
STEM FEM 0 BPS TRLK OFST,18750
PEG SET FX FT           ,702.25
STENT COR STRN 2.5X12MM ,5842.5
LEAD ENDTK REL SG 0181  ,37500
LEAD SPRNT QTRO 693565  ,31425
EXPANDER TISS 1450MLINTR,9137.5
SCREW BN 10MX25M COMP   ,3187.5
STEM FEM 7 STD TRLK OFST,15000
STEM FEM 160MM 16MM NCLR,16875
HEAD FEM MOM 36MM       ,3150
INSERT FEM LCS CMPLT 15M,5805.5
SCREW SPN MTRX 6X55MM   ,6800
ROD SPNL TI 65MM 5.5MM  ,2000
SPACER SPNL 24MX8MX7M PK,12750
LEAD DRATA AF 7120Q65   ,37500
SCREW BN 3.5M 46M MLTDIR,1535.25
PLATE DIST HUM LAT LT LG,6460
LINER ACTB PNCL 10D +4MM,12000
SCREW CORT LCK 34X3.5MM ,937.5
ROD 55M 5.5M CRV MTRX TI,2018
IMPLANT BRST 300+60ML   ,7650
WASHER CMPR ORTH        ,602
PLATE ATL VSN NEW 25MM  ,8075
SCREW 4.6M FX ANG BN VIP,2900
PLATE 38M 2 LVL CERV BN ,13040
STENT URETERAL 5FR 22CM ,907.5
ACTB ALTRX 10D+4 62X44  ,5652.5
MESH MNR 10.7INX8.7IN OV,12240
HD FM CCR +1.5 12/14 44 ,8000
PLATE 1 LVL ANT CERV BN ,12070
SCREW CORT 4.5X42       ,288.5
NAIL IM TIB 36X10       ,7957.25
STEM HUM OD8 RSP        ,22500
RESTRICTOR CMNT 10MM    ,760
SCREW CANN PT 3.5X20    ,1512
STENT BIL PLMAZ XL 10X50,7650
STENT BIL PLMAZ XL 10X40,7650
STENT BIL PLMAZ XL 10X30,7650
SCREW LCK 5X26          ,740.25
COMP CR HF TIB KN 3MM   ,8000
DEVICE TUNNELOC TIB 9MM ,5085
GRAFT BN CANC DWL 12MM  ,9495
PLATE VSN NEW LCK 27.5MM,8075
SCREW CORTEX 4.5MM S/T 5,245.75
SCREW CORT 4.5X54       ,291
ROD TRNCN MED TI TOP LD ,5400
CAGE CPSTN 8X26MM       ,20000
STNT GRAFT XCLDR TRK14CM,59970
HEAD HUM 50MM 19MM OFST ,18750
STEM HUM 13MM UNIVERS 3D,36750
HEAD HUM 23MM 54MM      ,18750
SPACER BN CERV 10X16X14 ,7650
STEM RADL +4 OD6.5 EVOL ,8000
PLATE 7200045 ATL VISION,8075
NAIL 11MM 180MM IM 125D ,11305
STEM FM 4 COCR STD TRLK ,15000
CPLR SPNL OD28-31 SLT SM,13175
PLATE MED 8 HL LOPRO BN ,9894
PLATE 2 LNG BN PROX RADL,8500
SCRW BN SS EVOLVE 2X22  ,287.5
SCREW BN 2.7MX14M CANC  ,2080
SCREW EVOL LOC 3.5X20MM ,1188
SCREW BN 3.5MM 32MM EVOL,2080
SCREW BN 3.5MX34M CANC  ,2080
SCREW BN 3.5MX50M CANC  ,1188
PLATE OLECRANON RT 11 HO,12087
SCREW BN 3.5X10 4973510N,1188
SCREW EVOL LOC 3.5X12MM ,1188
